claim_id,policy_id,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,coverage,policy,renew_offer,last_claim,policy_change,denied_claims,claims_file,avg_length_of_handling_process,auto_make,auto_model,auto_year
4239882333,G2ECR95OK,958785,1995-02-18,OH,100/300,500,1216.56,0,Basic,Personal L3,offer2,19,0,0,0,2,Suburu,Forrestor,2000
4603047466,X0XGC8N06,797934,1999-04-07,IN,500/1000,2000,966.26,0,Basic,Corporate L3,offer4,17,27,0,0,4,Volkswagen,Passat,1995
4403879310,AAL6RZZYB,883980,2014-12-13,OH,100/300,500,1203.17,0,Premium,Personal L2,offer1,8,0,0,5,10,Nissan,Ultima,1997
8043750874,DOSO5MB91,340614,1997-06-01,IL,250/500,2000,1212.12,0,Basic,Personal L3,offer1,6,0,1,4,20,Ford,Fusion,1995
3432777114,TWN8H70Y2,435784,2013-07-13,OH,250/500,1000,1573.93,0,Premium,Personal L1,offer1,9,0,0,12,23,Suburu,Impreza,2010
1555729697,9B0P3JO2V,563837,2002-12-30,IL,100/300,1000,1609.67,0,Premium,Special L3,offer2,7,0,0,0,29,Jeep,Grand Cherokee,2004
9151830159,XC96NESOZ,200827,1997-02-28,OH,500/1000,500,1097.57,0,Premium,Personal L3,offer3,24,12,6,10,25,Saab,93,2005
3763317859,5F0QV7ZHL,533941,1998-06-18,IN,250/500,2000,1618.65,2000000,Extended,Special L2,offer2,26,0,0,2,22,Chevrolet,Tahoe,1997
1012404990,5UT575C2G,265026,1996-02-08,IN,100/300,500,922.67,0,Extended,Corporate L3,offer1,1,0,0,0,27,Toyota,Highlander,2011
6404294920,G6P4MM5CK,354481,2004-11-17,IN,100/300,1000,1342.02,0,Basic,Personal L3,offer2,2,12,0,15,15,Saab,93,1999
8055604319,VKT0O1JK1,566720,2012-10-25,OH,100/300,500,1195.01,0,Basic,Corporate L3,offer1,14,0,0,10,4,Mercedes,ML350,2011
7593892543,L2ZUFTYQT,832746,2006-04-13,OH,500/1000,1000,994.74,0,Basic,Personal L3,offer2,3,20,1,13,6,Volkswagen,Passat,2005
4353297021,11MYV01GP,386690,2006-02-21,IN,100/300,1000,1050.24,0,Basic,Personal L2,offer1,3,0,0,0,23,BMW,X5,2013
8786014860,OLQRBRWT7,979285,2003-12-17,IL,250/500,2000,1313.51,7000000,Extended,Special L3,offer4,28,12,0,5,14,Volkswagen,Passat,2015
9619937541,HAP0L4GD4,594722,1999-07-31,OH,500/1000,2000,1102.29,0,Basic,Personal L3,offer2,24,0,9,9,15,Toyota,Highlander,1996
3366285718,2THSXVREK,216738,2014-08-05,IN,250/500,1000,1185.78,0,Basic,Personal L3,offer2,20,0,2,11,1,Accura,TL,2011
5913104095,P450S1AQY,369048,2011-06-05,IL,500/1000,500,1527.95,0,Basic,Personal L3,offer2,10,0,0,0,17,Dodge,RAM,2002
2530727768,NI6309U4H,514424,1992-10-11,IN,100/300,1000,1366.39,0,Basic,Personal L1,offer2,17,0,1,2,24,Saab,93,1995
9871989065,8TAPNFVCD,954191,2010-02-17,OH,500/1000,1000,1403.9,0,Basic,Personal L1,offer3,16,18,1,4,4,Honda,Accord,2015
3117793702,KU0WR80BH,150181,2007-05-06,IL,500/1000,2000,927.23,0,Basic,Personal L1,offer1,3,0,1,4,17,Suburu,Forrestor,2009
6227837046,Q6Y0UYI3K,388671,1997-05-01,OH,250/500,2000,1554.86,6000000,Extended,Corporate L3,offer3,2,24,1,7,27,Honda,Civic,2002
8294953362,4OKUO6U64,457244,1998-01-28,IL,500/1000,2000,736.07,6000000,Premium,Personal L2,offer1,31,0,0,2,24,Suburu,Forrestor,2012
9766126443,XSRSJOJPB,206667,1993-05-05,IL,250/500,1000,974.16,6000000,Basic,Personal L2,offer2,19,0,6,10,25,Volkswagen,Jetta,2006
6486525261,6WCAK5QAP,745200,1994-08-06,OH,500/1000,500,973.8,0,Extended,Special L2,offer1,2,0,6,13,11,Dodge,Neon,2013
3823299382,KURXSLQJQ,412703,2014-11-14,OH,100/300,2000,1260.32,6000000,Basic,Corporate L3,offer2,30,0,1,16,23,Toyota,Corolla,2009
4272776898,74KR6OK8F,736771,1991-12-14,IN,100/300,1000,1464.03,0,Extended,Personal L2,offer1,7,0,1,12,21,Audi,A3,2006
7679542424,LSS1NZPCV,347984,2009-10-21,OH,100/300,2000,617.11,0,Premium,Corporate L2,offer1,10,0,1,14,17,Mercedes,E400,2013
7164024639,54KO7U02T,626074,1997-09-29,IN,250/500,2000,1724.46,6000000,Basic,Personal L2,offer2,15,0,0,0,3,Audi,A5,2014
1814043319,J86AV1B5E,218109,2003-12-31,IL,500/1000,500,1161.31,0,Basic,Personal L1,offer1,3,0,0,0,14,Chevrolet,Malibu,2012
7390356662,03DEMTVL2,999435,2008-01-01,OH,250/500,2000,1091.73,0,Basic,Corporate L2,offer3,6,29,0,7,3,Nissan,Ultima,2004
1508941509,WUKFJK81N,858060,2004-05-31,IL,250/500,2000,1209.07,0,Basic,Personal L1,offer4,8,1,0,8,26,BMW,3 Series,1995
5526891569,SYJC2QRIC,500384,2013-12-18,IL,250/500,2000,1241.04,0,Basic,Personal L3,offer2,32,0,7,15,23,Audi,A5,2014
2099287312,3YDES8ZIR,903785,2000-08-24,OH,500/1000,500,1757.21,0,Basic,Corporate L3,offer2,4,3,5,16,29,Ford,F150,2007
4855550364,SZP7WHHFU,873859,1992-10-14,OH,250/500,1000,802.24,0,Basic,Personal L2,offer4,14,8,0,0,28,Mercedes,E400,2014
5932206222,MHGQQPS8E,204294,1991-11-16,IN,500/1000,1000,1342.72,0,Basic,Corporate L1,offer4,31,15,0,0,16,Honda,Accord,2003
9594647002,QB1TQWAIR,467106,1995-10-08,OH,100/300,2000,1209.41,5000000,Basic,Corporate L3,offer1,3,0,0,0,25,Nissan,Ultima,1999
5933870775,U0Q9R8RJU,357713,2007-10-28,OH,500/1000,1000,1141.71,2000000,Basic,Corporate L3,offer1,0,0,0,14,19,Suburu,Legacy,2009
5579874312,H4YHGBDZQ,890026,2008-05-16,IL,100/300,500,1090.03,0,Basic,Personal L3,offer2,30,0,0,2,1,Saab,92x,2005
8129484151,P534POLTC,751612,2009-06-22,IN,250/500,1000,1464.73,3000000,Extended,Special L2,offer3,4,9,0,11,23,Toyota,Highlander,2013
6407480869,A5BJXKUVA,876680,2012-05-10,OH,100/300,1000,1118.58,0,Basic,Personal L3,offer2,21,0,0,0,17,Saab,95,2003
4982935055,PAXHNH4N6,756981,2003-10-02,OH,250/500,2000,1117.04,0,Extended,Personal L3,offer3,6,22,0,10,5,Volkswagen,Jetta,2009
6867292295,FP55LCO9X,121439,1990-08-02,IN,500/1000,500,1257.83,7000000,Basic,Personal L2,offer2,20,0,0,5,12,Accura,TL,2011
7077838184,JIE2W850H,411289,1997-09-16,OH,250/500,2000,1082.72,0,Premium,Personal L3,offer1,26,0,0,16,23,Accura,MDX,2015
7411511782,7KUO7X2M7,538466,1995-07-29,IN,100/300,1000,1191.8,6000000,Basic,Personal L3,offer2,35,0,0,15,6,Ford,Fusion,2012
8286597676,SD9QWS1N0,932097,2005-09-06,IN,100/300,1000,1242.02,0,Basic,Personal L1,offer3,4,19,1,9,8,Jeep,Grand Cherokee,2003
3373147206,370XKKH9E,463727,1992-08-05,OH,250/500,500,1075.71,0,Basic,Personal L1,offer1,19,0,0,13,26,Saab,95,2015
2061535213,K0NOZN19N,552618,1993-01-22,IN,100/300,1000,969.88,6000000,Basic,Corporate L3,offer3,0,15,0,15,10,Chevrolet,Malibu,2002
4732830704,DTX3CFNT0,936638,1995-05-20,OH,250/500,2000,1459.93,0,Extended,Personal L3,offer2,19,0,1,12,9,Jeep,Wrangler,2012
7247771649,DM1QGUBMG,348814,1992-09-24,IL,500/1000,1000,1245.61,0,Basic,Personal L3,offer2,16,0,0,0,7,Ford,Escape,2008
4858278177,HMAT87HQJ,944102,2007-07-20,IN,100/300,2000,1462.76,0,Basic,Personal L3,offer1,27,0,1,9,20,Mercedes,C300,2004
5578825017,NWMDWAWQX,689901,1992-04-28,IN,100/300,2000,1398.46,0,Extended,Special L3,offer1,33,0,0,15,28,Audi,A5,2004
8342304364,GPUHS2KOI,901083,1998-01-19,OH,500/1000,1000,1269.64,0,Extended,Personal L3,offer2,8,28,0,2,11,Chevrolet,Silverado,2012
7503722498,0ZVV0DERV,396224,2009-09-08,IN,100/300,500,1455.65,4000000,Extended,Personal L3,offer1,7,0,0,1,1,Honda,Civic,1999
6985840756,B8W1W8MTS,682178,1994-12-18,OH,500/1000,2000,1140.31,0,Basic,Personal L3,offer2,2,0,0,8,10,Toyota,Corolla,1999
2008653918,JZDQITWE5,596298,1996-08-23,IN,500/1000,500,1330.46,0,Basic,Personal L2,offer1,11,0,1,1,23,Suburu,Forrestor,2008
3681088117,CYEL9QAHK,253005,1991-11-20,OH,250/500,2000,1190.6,0,Basic,Personal L3,offer1,16,0,0,11,21,Chevrolet,Silverado,2001
9389877501,ZS9IR9NMX,985924,1998-10-28,OH,250/500,500,972.5,0,Extended,Corporate L1,offer1,34,0,1,3,9,Ford,Escape,1995
4354671365,I3U64X72Q,631565,1997-07-14,IN,100/300,2000,1161.91,0,Premium,Personal L2,offer3,16,9,2,5,20,BMW,M5,2006
8500688335,QK8345YKF,630998,2003-04-09,OH,250/500,1000,1117.17,0,Basic,Corporate L3,offer1,8,0,1,7,11,BMW,3 Series,2005
5183227172,N7ST5SRJT,926665,1992-02-04,OH,250/500,2000,1101.51,0,Extended,Personal L2,offer2,20,0,1,3,23,Chevrolet,Tahoe,2008
7763885249,UKX2KNYA3,302669,2006-06-29,IL,100/300,1000,1523.17,0,Extended,Corporate L3,offer4,31,18,0,0,29,Jeep,Grand Cherokee,1995
9716273156,XWCGGYMC1,620020,1997-06-21,OH,500/1000,1000,984.45,0,Basic,Personal L1,offer2,6,11,0,0,4,Dodge,RAM,1997
2467181811,842CJ47ZZ,439828,2006-09-07,OH,500/1000,2000,1257,4000000,Basic,Personal L3,offer4,9,1,0,6,23,Suburu,Legacy,1999
1621157496,HPBU2Z5V4,971295,2001-10-01,OH,500/1000,500,1434.51,0,Basic,Personal L3,offer2,7,10,0,9,7,Mercedes,ML350,2005
3636428588,3EEPVKFQI,165565,2009-02-20,OH,250/500,2000,1628,0,Basic,Personal L1,offer2,3,0,0,16,13,Jeep,Grand Cherokee,2009
1165106500,0FEH9UJXP,936543,2001-06-26,IN,500/1000,500,1412.31,0,Extended,Personal L1,offer2,17,0,0,0,23,Jeep,Wrangler,2005
7704611109,FU7CYWRDN,296960,1997-01-18,IL,250/500,500,1362.87,5000000,Extended,Special L1,offer3,33,19,0,1,17,BMW,X5,2007
3103268954,82N7KKITN,501692,2014-06-24,IN,100/300,1000,1134.68,0,Basic,Personal L1,offer2,27,0,0,15,6,Volkswagen,Jetta,1996
8192751756,U735QR4WG,525224,1992-10-02,IN,250/500,1000,1306.78,0,Extended,Personal L3,offer4,17,2,0,4,9,Toyota,Camry,1995
6474059594,F7B5XTHCM,355085,2012-10-09,IN,500/1000,500,1021.9,0,Extended,Personal L2,offer1,15,0,1,8,6,Toyota,Corolla,2012
1032725128,NR7RBLAW0,830729,1993-02-10,IN,100/300,1000,1538.6,0,Extended,Personal L1,offer4,2,4,0,10,17,Ford,Fusion,2004
2567784974,175LP6T7X,651948,1994-09-28,IN,500/1000,1000,1354.5,0,Premium,Personal L3,offer4,25,16,1,6,29,Suburu,Forrestor,2000
2411567479,UB243WBYI,424358,2003-05-24,OH,500/1000,500,1282.93,0,Basic,Personal L3,offer2,19,0,1,9,26,Chevrolet,Silverado,1996
2190303205,SGLUABDRR,131478,1991-12-25,IL,500/1000,1000,1346.27,0,Basic,Special L1,offer4,5,2,1,5,6,BMW,X5,2013
1872163780,W2W8U0W4K,268833,1999-09-18,IN,100/300,1000,1338.4,4000000,Premium,Personal L1,offer2,23,0,0,15,2,Nissan,Maxima,2011
2511715787,IKR0UKQXL,287489,1994-02-03,IL,100/300,1000,949.44,0,Basic,Personal L2,offer1,11,0,1,14,16,Mercedes,ML350,2008
1392176441,SK31DFMYC,808153,2003-01-18,IN,500/1000,2000,977.4,0,Extended,Personal L3,offer4,26,5,0,0,5,Nissan,Maxima,2014
1936611479,5K2X3GTWU,687639,2005-03-07,IN,250/500,2000,1181.46,10000000,Basic,Special L1,offer4,3,2,0,14,7,Dodge,Neon,2001
6157732347,GXJP15XH4,497347,2003-08-23,OH,500/1000,500,1187.53,0,Extended,Corporate L2,offer2,6,5,0,5,21,Saab,92x,2005
7005132973,QSIQCZGLN,439660,2002-07-11,OH,100/300,1000,845.16,0,Basic,Personal L3,offer2,25,0,0,3,3,Audi,A5,2005
3329135283,RPILRSWNN,847123,2014-03-19,IL,100/300,500,1442.27,0,Extended,Personal L1,offer1,16,0,0,3,15,Dodge,RAM,1999
1713507076,3LD34F5WA,172307,1993-12-06,OH,100/300,2000,1276.43,0,Extended,Personal L3,offer2,5,0,0,11,18,Honda,CRV,1995
5891482903,EBDGBPD07,810189,1999-08-29,OH,250/500,500,1075.41,0,Basic,Personal L2,offer2,7,0,6,13,3,Dodge,Neon,1996
7585835860,S7YYILNJ1,432068,2007-03-09,IL,100/300,500,1111.72,0,Basic,Corporate L2,offer1,30,0,0,2,16,Suburu,Legacy,1997
1434677249,K7V00ZZAW,903203,2004-01-03,OH,500/1000,2000,814.96,6000000,Premium,Personal L2,offer1,15,0,0,9,12,Mercedes,ML350,2005
7243919137,L3TRL6KAH,253085,1991-04-25,IL,500/1000,1000,1575.86,0,Basic,Personal L3,offer1,4,0,0,11,4,Audi,A5,2004
5377881267,M96E35KGW,180720,1995-03-14,IN,250/500,1000,1115.27,0,Premium,Corporate L3,offer2,29,0,1,1,27,Nissan,Pathfinder,2010
1981673905,D0DJI4C7C,492224,2005-12-09,IN,500/1000,2000,1175.7,0,Basic,Personal L3,offer1,18,0,0,0,13,Dodge,Neon,2006
6869634647,SNGQXYD4P,411477,2001-12-25,OH,100/300,500,793.15,0,Basic,Corporate L1,offer2,4,0,1,14,7,Dodge,Neon,2008
2961610442,G636TIOC8,107181,1999-11-14,IN,250/500,500,942.51,0,Basic,Personal L2,offer3,10,19,0,9,24,Suburu,Legacy,2001
7317810723,SWGYUYBCE,312940,2001-10-27,IN,500/1000,1000,1056.71,0,Extended,Personal L3,offer1,33,0,2,10,22,Jeep,Grand Cherokee,2002
1913321836,2PEV9YPHK,855186,1993-10-31,IN,500/1000,2000,1255.68,6000000,Extended,Corporate L3,offer2,0,19,0,8,2,Dodge,Neon,2014
7310139172,T3N8X38BJ,373935,2003-02-13,IN,500/1000,500,1335.13,0,Basic,Special L2,offer4,20,3,0,2,13,Chevrolet,Silverado,1999
5139112788,ZGQUQM2SF,812989,2004-03-06,IN,250/500,500,1178.95,6000000,Basic,Personal L3,offer1,25,0,2,16,2,Jeep,Wrangler,2005
5845785045,PZ5491U4F,993840,2013-07-12,IL,250/500,500,1793.16,0,Extended,Personal L1,offer2,19,0,0,0,10,Chevrolet,Malibu,2009
7136902310,PJ4JH1AYV,327856,2014-08-27,OH,100/300,500,1008.38,0,Basic,Special L3,offer2,16,8,0,13,19,Dodge,Neon,2013
1218458498,N21CI8BRG,506333,1990-06-22,IL,100/300,500,1396.83,0,Basic,Corporate L3,offer2,34,0,9,14,15,BMW,X6,2007
8712093416,K6PNG6PUY,263159,2008-03-07,OH,100/300,500,1402.78,5000000,Extended,Personal L3,offer2,11,9,1,12,11,Toyota,Camry,2012
6270614083,21SIQYI01,372912,1992-08-05,IN,100/300,1000,1437.88,0,Basic,Personal L3,offer2,9,6,1,13,24,Chevrolet,Malibu,2003
1584906595,CQTXOV3HJ,552788,1991-09-03,IL,500/1000,1000,1313.64,0,Extended,Personal L3,offer4,7,23,1,3,12,Audi,A3,1997
2484371965,FNF6ZSZMS,722747,2011-09-02,IL,250/500,500,1482.14,0,Extended,Personal L1,offer2,1,0,2,3,22,Suburu,Forrestor,2003
1599615683,TOP2EAN7R,248467,2012-10-06,IL,250/500,2000,1171.75,0,Basic,Personal L1,offer2,6,0,7,15,16,Chevrolet,Malibu,2011
8568247033,NUSMAA8SH,955953,2014-01-18,IL,500/1000,2000,1353.33,0,Extended,Personal L3,offer2,27,0,7,8,20,Ford,Escape,2007
3127067458,HOP7X30M8,910622,1992-03-22,IN,100/300,500,1175.51,0,Basic,Personal L3,offer1,6,0,0,0,7,Dodge,Neon,2003
7177590528,91ZRI55HX,137675,2012-12-03,IL,100/300,2000,1836.02,0,Extended,Personal L2,offer2,5,0,0,8,9,Volkswagen,Passat,2011
4709003063,9EK4CSZ2R,343421,1996-10-18,OH,500/1000,500,1480.79,9000000,Basic,Personal L2,offer4,27,5,0,0,18,Jeep,Wrangler,1997
6974702121,OME859KN4,413192,1997-10-02,IN,500/1000,2000,1453.92,0,Basic,Personal L2,offer1,14,0,0,13,10,Accura,MDX,1995
5844717811,1NS3R35G1,247801,2008-03-18,OH,250/500,500,1340.71,0,Basic,Personal L1,offer4,31,29,1,13,8,Volkswagen,Passat,1997
5858083446,A037OSGEF,171147,2010-08-29,IL,100/300,2000,714.03,0,Extended,Personal L3,offer2,9,0,0,0,4,Honda,Accord,2001
6998368361,2FH1WJFVZ,431283,2005-03-31,IL,100/300,2000,1376.16,0,Extended,Personal L2,offer1,20,0,1,15,14,Suburu,Impreza,2013
2253272610,8IDF7WSOW,461962,2013-12-25,IL,100/300,500,914.22,0,Basic,Personal L3,offer1,7,0,0,0,22,Saab,93,2013
2996108209,VCL4S2SDL,149467,2014-03-11,OH,500/1000,1000,1601.47,0,Basic,Personal L3,offer4,24,27,6,16,6,Nissan,Ultima,2006
7343463510,XSOP8K9HY,758740,1997-08-04,IL,500/1000,1000,1096.79,6000000,Extended,Personal L2,offer1,7,0,1,9,7,BMW,M5,1998
7817171359,53UHM1HVA,628337,2007-11-14,IN,100/300,2000,1078.22,0,Premium,Personal L2,offer1,26,0,0,8,9,Chevrolet,Tahoe,2007
6394765481,8CI4N562K,574637,1992-07-30,IL,250/500,1000,1595.28,0,Extended,Corporate L2,offer3,16,14,3,15,23,Volkswagen,Passat,2007
5311490443,GN0KUIG2J,373600,2000-12-01,OH,100/300,1000,1217.84,5000000,Basic,Personal L3,offer3,7,3,2,5,16,Volkswagen,Passat,2015
3421391238,ZBJ4WB9N1,930032,2002-09-10,IL,100/300,2000,1117.42,0,Basic,Corporate L3,offer2,23,0,0,13,16,Volkswagen,Jetta,1996
1248651411,UCMORJV2J,396590,1997-11-07,OH,100/300,2000,1567.37,0,Extended,Personal L3,offer4,6,2,0,7,1,Nissan,Maxima,2014
2395889162,SJPNSKE16,238412,1993-05-18,IL,500/1000,2000,1294.93,6000000,Extended,Special L3,offer1,10,0,1,2,27,Dodge,Neon,2003
2660943854,PDE9UHRCT,484321,1996-07-11,IL,250/500,1000,1152.12,0,Premium,Personal L3,offer2,6,0,1,1,3,BMW,X6,2000
1319299287,XKAJIIDRQ,795847,1995-12-17,IL,100/300,1000,1441.21,0,Extended,Personal L2,offer2,35,27,0,14,24,Nissan,Maxima,2001
8074654498,MQOK176RZ,218456,2002-07-16,IL,500/1000,1000,1575.74,7000000,Basic,Personal L1,offer3,9,24,0,11,21,Toyota,Camry,2011
2340761998,QFVZ1COLO,792673,2013-04-12,OH,500/1000,2000,1233.96,0,Basic,Personal L2,offer3,30,9,0,0,7,Nissan,Ultima,2015
9581957058,2VJL42RY7,662256,1995-11-13,IL,250/500,1000,1861.43,0,Basic,Personal L2,offer3,26,10,0,5,24,Saab,92x,1998
7747371715,WV9BG3Y7H,971338,2004-11-04,OH,100/300,1000,1570.86,0,Extended,Personal L1,offer4,2,13,9,9,9,Saab,95,1996
5889146551,9K22RFM6Z,714738,1998-03-21,IL,500/1000,2000,791.47,0,Extended,Personal L3,offer1,21,0,6,13,8,Mercedes,C300,2001
8106214346,71CTQNP6Y,753844,1999-07-22,IN,250/500,1000,1012.78,0,Basic,Personal L1,offer1,11,0,1,13,11,Mercedes,ML350,1999
4370986164,0EEOR6F1M,976645,2010-02-28,IL,100/300,500,1047.06,6000000,Basic,Personal L3,offer1,14,0,2,13,20,Ford,Fusion,1999
3485759206,A1SZNM90Q,918037,2005-01-30,OH,250/500,1000,1390.29,0,Extended,Personal L1,offer4,1,26,1,15,3,Accura,MDX,2006
6566899224,KQDNCO5WL,996253,2001-11-29,IN,500/1000,500,951.46,0,Basic,Personal L3,offer3,34,8,0,0,15,Volkswagen,Passat,2004
1257082697,D2DBA9VLD,373731,2012-12-24,IL,100/300,1000,1226.78,0,Basic,Personal L2,offer1,3,0,1,14,15,BMW,3 Series,2013
9099140808,CWBH40RO5,836272,1997-05-11,OH,100/300,500,1280.9,0,Basic,Personal L2,offer1,28,0,3,14,22,Jeep,Wrangler,2009
3735568326,2KDSGARAR,167231,1994-01-26,IN,100/300,2000,1472.77,0,Premium,Personal L3,offer2,31,0,0,0,9,Nissan,Maxima,1995
9438297582,DD1F7BKHL,743330,2010-11-04,OH,500/1000,1000,1878.44,0,Extended,Corporate L3,offer1,19,0,0,0,11,Chevrolet,Malibu,2003
3173004783,H5353YGAL,807369,1992-06-19,IN,500/1000,500,1418.5,0,Extended,Personal L3,offer2,1,0,0,0,24,Dodge,RAM,2012
4432079789,WQ46R21IY,735307,2010-06-02,IL,100/300,500,1532.8,0,Basic,Personal L2,offer2,27,18,0,0,25,Mercedes,ML350,2013
8022118368,E6KKPUSMJ,789208,2002-10-12,OH,250/500,500,1304.35,0,Extended,Special L3,offer1,4,0,1,14,16,Dodge,Neon,2005
9861461513,YU56SYKK8,585324,2008-02-25,OH,500/1000,2000,1551.61,0,Extended,Personal L3,offer2,14,0,0,0,29,Toyota,Corolla,2005
4143935298,ZBE4VG165,498759,1996-09-05,IL,100/300,1000,1326.98,6000000,Premium,Corporate L3,offer2,5,0,0,7,28,Jeep,Grand Cherokee,2007
2761466695,CG24ZGGF4,795004,1998-03-16,OH,250/500,500,862.92,0,Basic,Personal L1,offer1,4,0,1,1,12,Saab,95,2007
1292562796,BLQOWSKEP,203250,2010-04-22,IN,100/300,2000,1331.69,0,Basic,Personal L2,offer2,28,0,0,7,4,Chevrolet,Malibu,2015
6468239882,Q30M9NOPV,430794,2008-01-25,OH,250/500,2000,1486.04,0,Basic,Personal L3,offer1,12,0,1,14,9,Dodge,RAM,2014
9606969098,4JZQCN7U2,156636,2000-09-10,IN,100/300,1000,870.55,0,Basic,Personal L2,offer1,17,0,0,0,3,Chevrolet,Tahoe,2013
8390695653,2HLERPWCI,284143,2008-04-23,IL,500/1000,2000,1344.56,6000000,Basic,Corporate L3,offer2,21,0,0,0,6,Accura,MDX,1999
8962708545,3HCITU5MM,740518,2011-02-18,OH,500/1000,1000,1377.04,0,Basic,Personal L2,offer2,24,0,8,15,10,Accura,MDX,2002
4142574099,WAWFQ3EG9,445289,2012-04-24,IL,250/500,500,1237.88,0,Basic,Personal L1,offer2,16,21,1,13,9,Mercedes,ML350,1997
9078183532,A6A0ZYJZC,599262,2001-09-25,IN,100/300,1000,1525.86,0,Extended,Personal L2,offer1,4,0,0,0,3,Saab,95,2013
6949186761,U8AKB2EU5,357949,2006-05-24,OH,500/1000,500,854.58,0,Extended,Personal L2,offer4,31,5,1,16,6,Honda,CRV,2003
2310046422,19MTJ9T6P,493161,1992-01-30,IN,250/500,1000,770.76,0,Extended,Personal L1,offer4,9,13,1,4,2,Mercedes,ML350,2015
7860141307,VH2GT8JT1,320251,2009-01-24,IL,100/300,2000,1132.74,0,Basic,Corporate L2,offer4,2,17,0,9,29,Nissan,Ultima,2005
1335382670,JK9HFBJ4H,231127,1995-08-29,IL,500/1000,500,1173.37,8000000,Basic,Corporate L3,offer3,1,11,3,11,24,Accura,TL,1999
5540905152,Z8M36IUYF,766193,2011-07-31,OH,100/300,2000,1188.28,6000000,Basic,Corporate L3,offer2,23,0,0,12,18,Ford,F150,2015
8286152154,BAUSJI6SC,555374,2013-01-05,IL,100/300,1000,876.88,6000000,Basic,Personal L3,offer1,30,0,8,8,10,Jeep,Grand Cherokee,1998
3960735774,V43NVCNQ2,491484,1994-11-18,IL,500/1000,1000,1143.95,0,Basic,Personal L1,offer1,30,0,0,8,8,Nissan,Ultima,2011
5107165544,K78GNPI2O,925128,2014-08-30,IL,100/300,2000,1409.06,0,Premium,Personal L3,offer1,34,0,1,15,28,Accura,MDX,2005
4159965438,STL2UB4KG,265093,2006-01-01,IN,500/1000,1000,1070.63,0,Basic,Personal L2,offer2,30,0,0,1,3,Honda,CRV,2003
8232508905,5I2G8Y03E,267808,1998-09-10,IL,500/1000,2000,916.13,0,Basic,Personal L2,offer4,15,9,0,0,4,Mercedes,E400,2002
9505062976,TCC9Y4EKQ,116735,2010-01-28,OH,250/500,500,1191.5,0,Basic,Personal L1,offer1,22,0,1,11,25,Audi,A3,2015
2223134896,JO5VDLO94,963680,2003-01-04,OH,500/1000,1000,1474.66,0,Basic,Personal L2,offer2,21,21,0,16,26,Volkswagen,Jetta,2003
1438288405,VW9P2PI5G,445694,2004-05-24,IL,250/500,1000,1193.45,0,Basic,Personal L2,offer2,1,0,0,0,2,Nissan,Pathfinder,1997
2981410509,7G9NYYCA2,215534,1994-09-12,IL,250/500,1000,1437.53,0,Basic,Personal L1,offer2,22,0,1,1,16,Dodge,RAM,2013
5301924477,68VEQV6E5,232854,1997-07-07,IL,100/300,2000,1304.83,0,Basic,Personal L3,offer1,12,0,0,7,15,Honda,Civic,2001
5259764640,KA54C6FUL,168260,1991-03-01,OH,250/500,1000,1168.8,0,Premium,Personal L2,offer1,16,0,3,5,3,Mercedes,E400,2001
1106464264,ZX6O06FEA,538955,2001-09-29,IN,100/300,1000,1164.97,0,Extended,Personal L3,offer2,34,0,1,7,6,Chevrolet,Silverado,2004
3733085980,2JTW6RIGS,243226,2012-01-10,IL,250/500,1000,1232.72,0,Extended,Personal L1,offer1,20,0,2,16,6,Jeep,Wrangler,1999
9291707357,7HPSXFB92,246435,2001-07-05,IL,250/500,2000,1800.76,0,Basic,Personal L1,offer1,27,0,0,15,27,Jeep,Grand Cherokee,2009
8567612049,VTQX7ZSJI,582480,1991-08-07,IL,500/1000,500,1187.01,7000000,Basic,Corporate L3,offer2,27,10,1,8,11,Chevrolet,Tahoe,2014
6917498373,VU8VHVN02,345539,2012-07-24,IN,100/300,1000,1559.34,0,Basic,Personal L3,offer4,24,18,1,11,7,Accura,RSX,2004
4041486832,6484F5BB2,924318,2014-07-27,IL,250/500,2000,1137.02,0,Extended,Special L2,offer3,31,15,0,7,23,Audi,A5,2003
2172837221,N1VB281IP,726880,1994-08-08,IN,100/300,1000,1281.72,0,Basic,Personal L1,offer2,18,0,1,10,21,Honda,Civic,2005
8189327648,N3FU37IRU,190588,2001-12-09,OH,100/300,1000,796.35,0,Extended,Personal L3,offer3,27,2,4,11,1,Ford,F150,2004
2308674779,PSLJRC687,246705,1990-03-14,OH,250/500,500,1270.02,0,Premium,Personal L2,offer2,19,0,6,12,12,Toyota,Corolla,2004
8304602682,987PGJ970,619589,2006-03-28,IL,100/300,1000,1383.13,0,Basic,Personal L2,offer1,11,0,0,9,27,Jeep,Grand Cherokee,1997
4113197569,EGJVGS65V,164988,2013-12-23,IL,100/300,2000,1290.74,5000000,Basic,Personal L3,offer2,16,0,0,16,14,Suburu,Legacy,2013
3310388100,P8UACJY6M,729534,1991-09-30,IN,100/300,1000,1216.68,0,Basic,Special L2,offer1,14,0,0,13,2,Ford,F150,2013
7038858108,PKPWYLVQ6,505014,2001-12-27,IL,100/300,500,1251.16,0,Basic,Personal L2,offer2,21,0,0,13,27,Jeep,Grand Cherokee,2010
